,Difficulty,ExerciseName,MuscleGroup,Reps,Score,Set
499,intermediate,Suspended ab fall-out,abdominals,7,0.75,3
500,intermediate,Suspended ab fall-out,abdominals,8,0.8,3
501,intermediate,Suspended ab fall-out,abdominals,9,0.85,3
502,intermediate,Suspended ab fall-out,abdominals,10,0.9,3
503,intermediate,Suspended ab fall-out,abdominals,11,0.95,3
504,intermediate,Suspended ab fall-out,abdominals,12,1,3
505,intermediate,Suspended ab fall-out,abdominals,13,0.95,3
506,intermediate,Suspended ab fall-out,abdominals,14,0.9,3
507,intermediate,Suspended ab fall-out,abdominals,15,0.85,3
508,intermediate,Suspended ab fall-out,abdominals,16,0.8,3
509,intermediate,Suspended ab fall-out,abdominals,17,0.75,3
510,intermediate,Suspended ab fall-out,abdominals,18,0.7,3
511,intermediate,Suspended ab fall-out,abdominals,19,0.65,3
512,intermediate,Suspended ab fall-out,abdominals,20,0.6,3
513,intermediate,Suspended ab fall-out,abdominals,21,0.55,3
514,intermediate,Suspended ab fall-out,abdominals,22,0.5,3
515,intermediate,Suspended ab fall-out,abdominals,23,0.45,3
516,intermediate,Suspended ab fall-out,abdominals,24,0.4,3
517,intermediate,Suspended ab fall-out,abdominals,25,0.35,3
518,intermediate,Suspended ab fall-out,abdominals,26,0.3,3
519,intermediate,Suspended ab fall-out,abdominals,27,0.25,3
520,intermediate,Suspended ab fall-out,abdominals,28,0.2,3
521,intermediate,Suspended ab fall-out,abdominals,29,0.15,3
522,intermediate,Suspended ab fall-out,abdominals,1,0.25,4
523,intermediate,Suspended ab fall-out,abdominals,2,0.3,4
524,intermediate,Suspended ab fall-out,abdominals,3,0.35,4
525,intermediate,Suspended ab fall-out,abdominals,4,0.4,4
526,intermediate,Suspended ab fall-out,abdominals,5,0.45,4
527,intermediate,Suspended ab fall-out,abdominals,6,0.5,4
528,intermediate,Suspended ab fall-out,abdominals,7,0.55,4
529,intermediate,Suspended ab fall-out,abdominals,8,0.6,4
530,intermediate,Suspended ab fall-out,abdominals,9,0.65,4
531,intermediate,Suspended ab fall-out,abdominals,10,0.7,4
532,intermediate,Suspended ab fall-out,abdominals,11,0.75,4
533,intermediate,Suspended ab fall-out,abdominals,12,0.8,4
534,intermediate,Suspended ab fall-out,abdominals,13,0.75,4
535,intermediate,Suspended ab fall-out,abdominals,14,0.7,4
536,intermediate,Suspended ab fall-out,abdominals,15,0.65,4
537,intermediate,Suspended ab fall-out,abdominals,16,0.6,4
538,intermediate,Suspended ab fall-out,abdominals,17,0.55,4
539,intermediate,Suspended ab fall-out,abdominals,18,0.5,4
540,intermediate,Suspended ab fall-out,abdominals,19,0.45,4
541,intermediate,Suspended ab fall-out,abdominals,20,0.4,4
542,intermediate,Suspended ab fall-out,abdominals,21,0.35,4
543,intermediate,Suspended ab fall-out,abdominals,22,0.3,4
544,intermediate,Suspended ab fall-out,abdominals,23,0.25,4
545,intermediate,Suspended ab fall-out,abdominals,24,0.2,4
546,intermediate,Suspended ab fall-out,abdominals,25,0.15,4
547,intermediate,Suspended ab fall-out,abdominals,26,0.1,4
548,intermediate,Suspended ab fall-out,abdominals,27,0.05,4
549,intermediate,Suspended ab fall-out,abdominals,28,-5.55E-17,4
550,intermediate,Suspended ab fall-out,abdominals,29,-0.05,4
551,intermediate,Suspended ab fall-out,abdominals,1,0.05,5
552,intermediate,Suspended ab fall-out,abdominals,2,0.1,5
553,intermediate,Suspended ab fall-out,abdominals,3,0.15,5
554,intermediate,Suspended ab fall-out,abdominals,4,0.2,5
555,intermediate,Suspended ab fall-out,abdominals,5,0.25,5
556,intermediate,Suspended ab fall-out,abdominals,6,0.3,5
557,intermediate,Suspended ab fall-out,abdominals,7,0.35,5
558,intermediate,Suspended ab fall-out,abdominals,8,0.4,5
559,intermediate,Suspended ab fall-out,abdominals,9,0.45,5
560,intermediate,Suspended ab fall-out,abdominals,10,0.5,5
561,intermediate,Suspended ab fall-out,abdominals,11,0.55,5
562,intermediate,Suspended ab fall-out,abdominals,12,0.6,5
563,intermediate,Suspended ab fall-out,abdominals,13,0.55,5
564,intermediate,Suspended ab fall-out,abdominals,14,0.5,5
565,intermediate,Suspended ab fall-out,abdominals,15,0.45,5
566,intermediate,Suspended ab fall-out,abdominals,16,0.4,5
567,intermediate,Suspended ab fall-out,abdominals,17,0.35,5
568,intermediate,Suspended ab fall-out,abdominals,18,0.3,5
569,intermediate,Suspended ab fall-out,abdominals,19,0.25,5
570,intermediate,Suspended ab fall-out,abdominals,20,0.2,5
571,intermediate,Suspended ab fall-out,abdominals,21,0.15,5
572,intermediate,Suspended ab fall-out,abdominals,22,0.1,5
573,intermediate,Suspended ab fall-out,abdominals,23,0.05,5
574,intermediate,Suspended ab fall-out,abdominals,24,0,5
575,intermediate,Suspended ab fall-out,abdominals,25,-0.05,5
576,intermediate,Suspended ab fall-out,abdominals,26,-0.1,5
577,intermediate,Suspended ab fall-out,abdominals,27,-0.15,5
578,intermediate,Suspended ab fall-out,abdominals,28,-0.2,5
579,intermediate,Suspended ab fall-out,abdominals,29,-0.25,5
580,intermediate,Dumbbell V-Sit Cross Jab,abdominals,1,0.05,1
581,intermediate,Dumbbell V-Sit Cross Jab,abdominals,2,0.1,1
582,intermediate,Dumbbell V-Sit Cross Jab,abdominals,3,0.15,1
583,intermediate,Dumbbell V-Sit Cross Jab,abdominals,4,0.2,1
584,intermediate,Dumbbell V-Sit Cross Jab,abdominals,5,0.25,1
585,intermediate,Dumbbell V-Sit Cross Jab,abdominals,6,0.3,1
586,intermediate,Dumbbell V-Sit Cross Jab,abdominals,7,0.35,1
587,intermediate,Dumbbell V-Sit Cross Jab,abdominals,8,0.4,1
588,intermediate,Dumbbell V-Sit Cross Jab,abdominals,9,0.45,1
589,intermediate,Dumbbell V-Sit Cross Jab,abdominals,10,0.5,1
590,intermediate,Dumbbell V-Sit Cross Jab,abdominals,11,0.55,1
591,intermediate,Dumbbell V-Sit Cross Jab,abdominals,12,0.6,1
592,intermediate,Dumbbell V-Sit Cross Jab,abdominals,13,0.55,1
593,intermediate,Dumbbell V-Sit Cross Jab,abdominals,14,0.5,1
594,intermediate,Dumbbell V-Sit Cross Jab,abdominals,15,0.45,1
595,intermediate,Dumbbell V-Sit Cross Jab,abdominals,16,0.4,1
596,intermediate,Dumbbell V-Sit Cross Jab,abdominals,17,0.35,1
597,intermediate,Dumbbell V-Sit Cross Jab,abdominals,18,0.3,1
598,intermediate,Dumbbell V-Sit Cross Jab,abdominals,19,0.25,1
599,intermediate,Dumbbell V-Sit Cross Jab,abdominals,20,0.2,1
600,intermediate,Dumbbell V-Sit Cross Jab,abdominals,21,0.15,1
601,intermediate,Dumbbell V-Sit Cross Jab,abdominals,22,0.1,1
602,intermediate,Dumbbell V-Sit Cross Jab,abdominals,23,0.05,1
603,intermediate,Dumbbell V-Sit Cross Jab,abdominals,24,0,1
604,intermediate,Dumbbell V-Sit Cross Jab,abdominals,25,-0.05,1
605,intermediate,Dumbbell V-Sit Cross Jab,abdominals,26,-0.1,1
606,intermediate,Dumbbell V-Sit Cross Jab,abdominals,27,-0.15,1
607,intermediate,Dumbbell V-Sit Cross Jab,abdominals,28,-0.2,1
608,intermediate,Dumbbell V-Sit Cross Jab,abdominals,29,-0.25,1
609,intermediate,Dumbbell V-Sit Cross Jab,abdominals,1,0.25,2
610,intermediate,Dumbbell V-Sit Cross Jab,abdominals,2,0.3,2
611,intermediate,Dumbbell V-Sit Cross Jab,abdominals,3,0.35,2
612,intermediate,Dumbbell V-Sit Cross Jab,abdominals,4,0.4,2
613,intermediate,Dumbbell V-Sit Cross Jab,abdominals,5,0.45,2
614,intermediate,Dumbbell V-Sit Cross Jab,abdominals,6,0.5,2
615,intermediate,Dumbbell V-Sit Cross Jab,abdominals,7,0.55,2
616,intermediate,Dumbbell V-Sit Cross Jab,abdominals,8,0.6,2
617,intermediate,Dumbbell V-Sit Cross Jab,abdominals,9,0.65,2
618,intermediate,Dumbbell V-Sit Cross Jab,abdominals,10,0.7,2
619,intermediate,Dumbbell V-Sit Cross Jab,abdominals,11,0.75,2
620,intermediate,Dumbbell V-Sit Cross Jab,abdominals,12,0.8,2
621,intermediate,Dumbbell V-Sit Cross Jab,abdominals,13,0.75,2
622,intermediate,Dumbbell V-Sit Cross Jab,abdominals,14,0.7,2
623,intermediate,Dumbbell V-Sit Cross Jab,abdominals,15,0.65,2
624,intermediate,Dumbbell V-Sit Cross Jab,abdominals,16,0.6,2
625,intermediate,Dumbbell V-Sit Cross Jab,abdominals,17,0.55,2
626,intermediate,Dumbbell V-Sit Cross Jab,abdominals,18,0.5,2
627,intermediate,Dumbbell V-Sit Cross Jab,abdominals,19,0.45,2
628,intermediate,Dumbbell V-Sit Cross Jab,abdominals,20,0.4,2
629,intermediate,Dumbbell V-Sit Cross Jab,abdominals,21,0.35,2
630,intermediate,Dumbbell V-Sit Cross Jab,abdominals,22,0.3,2
631,intermediate,Dumbbell V-Sit Cross Jab,abdominals,23,0.25,2
632,intermediate,Dumbbell V-Sit Cross Jab,abdominals,24,0.2,2
633,intermediate,Dumbbell V-Sit Cross Jab,abdominals,25,0.15,2
634,intermediate,Dumbbell V-Sit Cross Jab,abdominals,26,0.1,2
635,intermediate,Dumbbell V-Sit Cross Jab,abdominals,27,0.05,2
636,intermediate,Dumbbell V-Sit Cross Jab,abdominals,28,-5.55E-17,2
637,intermediate,Dumbbell V-Sit Cross Jab,abdominals,29,-0.05,2
638,intermediate,Dumbbell V-Sit Cross Jab,abdominals,1,0.45,3
639,intermediate,Dumbbell V-Sit Cross Jab,abdominals,2,0.5,3
640,intermediate,Dumbbell V-Sit Cross Jab,abdominals,3,0.55,3
641,intermediate,Dumbbell V-Sit Cross Jab,abdominals,4,0.6,3
642,intermediate,Dumbbell V-Sit Cross Jab,abdominals,5,0.65,3
643,intermediate,Dumbbell V-Sit Cross Jab,abdominals,6,0.7,3
644,intermediate,Dumbbell V-Sit Cross Jab,abdominals,7,0.75,3
645,intermediate,Dumbbell V-Sit Cross Jab,abdominals,8,0.8,3
646,intermediate,Dumbbell V-Sit Cross Jab,abdominals,9,0.85,3
647,intermediate,Dumbbell V-Sit Cross Jab,abdominals,10,0.9,3
648,intermediate,Dumbbell V-Sit Cross Jab,abdominals,11,0.95,3
649,intermediate,Dumbbell V-Sit Cross Jab,abdominals,12,1,3
650,intermediate,Dumbbell V-Sit Cross Jab,abdominals,13,0.95,3
651,intermediate,Dumbbell V-Sit Cross Jab,abdominals,14,0.9,3
652,intermediate,Dumbbell V-Sit Cross Jab,abdominals,15,0.85,3
653,intermediate,Dumbbell V-Sit Cross Jab,abdominals,16,0.8,3
654,intermediate,Dumbbell V-Sit Cross Jab,abdominals,17,0.75,3
655,intermediate,Dumbbell V-Sit Cross Jab,abdominals,18,0.7,3
656,intermediate,Dumbbell V-Sit Cross Jab,abdominals,19,0.65,3
657,intermediate,Dumbbell V-Sit Cross Jab,abdominals,20,0.6,3
658,intermediate,Dumbbell V-Sit Cross Jab,abdominals,21,0.55,3
659,intermediate,Dumbbell V-Sit Cross Jab,abdominals,22,0.5,3
660,intermediate,Dumbbell V-Sit Cross Jab,abdominals,23,0.45,3
661,intermediate,Dumbbell V-Sit Cross Jab,abdominals,24,0.4,3
662,intermediate,Dumbbell V-Sit Cross Jab,abdominals,25,0.35,3
663,intermediate,Dumbbell V-Sit Cross Jab,abdominals,26,0.3,3
664,intermediate,Dumbbell V-Sit Cross Jab,abdominals,27,0.25,3
665,intermediate,Dumbbell V-Sit Cross Jab,abdominals,28,0.2,3
666,intermediate,Dumbbell V-Sit Cross Jab,abdominals,29,0.15,3
667,intermediate,Dumbbell V-Sit Cross Jab,abdominals,1,0.25,4
668,intermediate,Dumbbell V-Sit Cross Jab,abdominals,2,0.3,4
669,intermediate,Dumbbell V-Sit Cross Jab,abdominals,3,0.35,4
670,intermediate,Dumbbell V-Sit Cross Jab,abdominals,4,0.4,4
671,intermediate,Dumbbell V-Sit Cross Jab,abdominals,5,0.45,4
672,intermediate,Dumbbell V-Sit Cross Jab,abdominals,6,0.5,4
673,intermediate,Dumbbell V-Sit Cross Jab,abdominals,7,0.55,4
674,intermediate,Dumbbell V-Sit Cross Jab,abdominals,8,0.6,4
675,intermediate,Dumbbell V-Sit Cross Jab,abdominals,9,0.65,4
676,intermediate,Dumbbell V-Sit Cross Jab,abdominals,10,0.7,4
677,intermediate,Dumbbell V-Sit Cross Jab,abdominals,11,0.75,4
678,intermediate,Dumbbell V-Sit Cross Jab,abdominals,12,0.8,4
679,intermediate,Dumbbell V-Sit Cross Jab,abdominals,13,0.75,4
680,intermediate,Dumbbell V-Sit Cross Jab,abdominals,14,0.7,4
681,intermediate,Dumbbell V-Sit Cross Jab,abdominals,15,0.65,4
682,intermediate,Dumbbell V-Sit Cross Jab,abdominals,16,0.6,4
683,intermediate,Dumbbell V-Sit Cross Jab,abdominals,17,0.55,4
684,intermediate,Dumbbell V-Sit Cross Jab,abdominals,18,0.5,4
685,intermediate,Dumbbell V-Sit Cross Jab,abdominals,19,0.45,4
686,intermediate,Dumbbell V-Sit Cross Jab,abdominals,20,0.4,4
687,intermediate,Dumbbell V-Sit Cross Jab,abdominals,21,0.35,4
688,intermediate,Dumbbell V-Sit Cross Jab,abdominals,22,0.3,4
689,intermediate,Dumbbell V-Sit Cross Jab,abdominals,23,0.25,4
690,intermediate,Dumbbell V-Sit Cross Jab,abdominals,24,0.2,4
691,intermediate,Dumbbell V-Sit Cross Jab,abdominals,25,0.15,4
692,intermediate,Dumbbell V-Sit Cross Jab,abdominals,26,0.1,4
693,intermediate,Dumbbell V-Sit Cross Jab,abdominals,27,0.05,4
694,intermediate,Dumbbell V-Sit Cross Jab,abdominals,28,-5.55E-17,4
695,intermediate,Dumbbell V-Sit Cross Jab,abdominals,29,-0.05,4
696,intermediate,Dumbbell V-Sit Cross Jab,abdominals,1,0.05,5
697,intermediate,Dumbbell V-Sit Cross Jab,abdominals,2,0.1,5
698,intermediate,Dumbbell V-Sit Cross Jab,abdominals,3,0.15,5
699,intermediate,Dumbbell V-Sit Cross Jab,abdominals,4,0.2,5
700,intermediate,Dumbbell V-Sit Cross Jab,abdominals,5,0.25,5
701,intermediate,Dumbbell V-Sit Cross Jab,abdominals,6,0.3,5
702,intermediate,Dumbbell V-Sit Cross Jab,abdominals,7,0.35,5
703,intermediate,Dumbbell V-Sit Cross Jab,abdominals,8,0.4,5
704,intermediate,Dumbbell V-Sit Cross Jab,abdominals,9,0.45,5
705,intermediate,Dumbbell V-Sit Cross Jab,abdominals,10,0.5,5
706,intermediate,Dumbbell V-Sit Cross Jab,abdominals,11,0.55,5
707,intermediate,Dumbbell V-Sit Cross Jab,abdominals,12,0.6,5
708,intermediate,Dumbbell V-Sit Cross Jab,abdominals,13,0.55,5
709,intermediate,Dumbbell V-Sit Cross Jab,abdominals,14,0.5,5
710,intermediate,Dumbbell V-Sit Cross Jab,abdominals,15,0.45,5
711,intermediate,Dumbbell V-Sit Cross Jab,abdominals,16,0.4,5
712,intermediate,Dumbbell V-Sit Cross Jab,abdominals,17,0.35,5
713,intermediate,Dumbbell V-Sit Cross Jab,abdominals,18,0.3,5
714,intermediate,Dumbbell V-Sit Cross Jab,abdominals,19,0.25,5
715,intermediate,Dumbbell V-Sit Cross Jab,abdominals,20,0.2,5
716,intermediate,Dumbbell V-Sit Cross Jab,abdominals,21,0.15,5
717,intermediate,Dumbbell V-Sit Cross Jab,abdominals,22,0.1,5
718,intermediate,Dumbbell V-Sit Cross Jab,abdominals,23,0.05,5
719,intermediate,Dumbbell V-Sit Cross Jab,abdominals,24,0,5
720,intermediate,Dumbbell V-Sit Cross Jab,abdominals,25,-0.05,5
721,intermediate,Dumbbell V-Sit Cross Jab,abdominals,26,-0.1,5
722,intermediate,Dumbbell V-Sit Cross Jab,abdominals,27,-0.15,5
723,intermediate,Dumbbell V-Sit Cross Jab,abdominals,28,-0.2,5
724,intermediate,Dumbbell V-Sit Cross Jab,abdominals,29,-0.25,5
725,intermediate,Standing cable low-to-high twist,abdominals,1,0.05,1
726,intermediate,Standing cable low-to-high twist,abdominals,2,0.1,1
727,intermediate,Standing cable low-to-high twist,abdominals,3,0.15,1
728,intermediate,Standing cable low-to-high twist,abdominals,4,0.2,1
729,intermediate,Standing cable low-to-high twist,abdominals,5,0.25,1
730,intermediate,Standing cable low-to-high twist,abdominals,6,0.3,1
731,intermediate,Standing cable low-to-high twist,abdominals,7,0.35,1
732,intermediate,Standing cable low-to-high twist,abdominals,8,0.4,1
733,intermediate,Standing cable low-to-high twist,abdominals,9,0.45,1
734,intermediate,Standing cable low-to-high twist,abdominals,10,0.5,1
735,intermediate,Standing cable low-to-high twist,abdominals,11,0.55,1
736,intermediate,Standing cable low-to-high twist,abdominals,12,0.6,1
737,intermediate,Standing cable low-to-high twist,abdominals,13,0.55,1
738,intermediate,Standing cable low-to-high twist,abdominals,14,0.5,1
739,intermediate,Standing cable low-to-high twist,abdominals,15,0.45,1
740,intermediate,Standing cable low-to-high twist,abdominals,16,0.4,1
741,intermediate,Standing cable low-to-high twist,abdominals,17,0.35,1
742,intermediate,Standing cable low-to-high twist,abdominals,18,0.3,1
743,intermediate,Standing cable low-to-high twist,abdominals,19,0.25,1
744,intermediate,Standing cable low-to-high twist,abdominals,20,0.2,1
745,intermediate,Standing cable low-to-high twist,abdominals,21,0.15,1
746,intermediate,Standing cable low-to-high twist,abdominals,22,0.1,1
747,intermediate,Standing cable low-to-high twist,abdominals,23,0.05,1
748,intermediate,Standing cable low-to-high twist,abdominals,24,0,1
749,intermediate,Standing cable low-to-high twist,abdominals,25,-0.05,1
750,intermediate,Standing cable low-to-high twist,abdominals,26,-0.1,1
751,intermediate,Standing cable low-to-high twist,abdominals,27,-0.15,1
752,intermediate,Standing cable low-to-high twist,abdominals,28,-0.2,1
753,intermediate,Standing cable low-to-high twist,abdominals,29,-0.25,1
754,intermediate,Standing cable low-to-high twist,abdominals,1,0.25,2
755,intermediate,Standing cable low-to-high twist,abdominals,2,0.3,2
756,intermediate,Standing cable low-to-high twist,abdominals,3,0.35,2
757,intermediate,Standing cable low-to-high twist,abdominals,4,0.4,2
758,intermediate,Standing cable low-to-high twist,abdominals,5,0.45,2
759,intermediate,Standing cable low-to-high twist,abdominals,6,0.5,2
760,intermediate,Standing cable low-to-high twist,abdominals,7,0.55,2
761,intermediate,Standing cable low-to-high twist,abdominals,8,0.6,2
762,intermediate,Standing cable low-to-high twist,abdominals,9,0.65,2
763,intermediate,Standing cable low-to-high twist,abdominals,10,0.7,2
764,intermediate,Standing cable low-to-high twist,abdominals,11,0.75,2
765,intermediate,Standing cable low-to-high twist,abdominals,12,0.8,2
766,intermediate,Standing cable low-to-high twist,abdominals,13,0.75,2
767,intermediate,Standing cable low-to-high twist,abdominals,14,0.7,2
768,intermediate,Standing cable low-to-high twist,abdominals,15,0.65,2
769,intermediate,Standing cable low-to-high twist,abdominals,16,0.6,2
770,intermediate,Standing cable low-to-high twist,abdominals,17,0.55,2
771,intermediate,Standing cable low-to-high twist,abdominals,18,0.5,2
772,intermediate,Standing cable low-to-high twist,abdominals,19,0.45,2
773,intermediate,Standing cable low-to-high twist,abdominals,20,0.4,2
774,intermediate,Standing cable low-to-high twist,abdominals,21,0.35,2
775,intermediate,Standing cable low-to-high twist,abdominals,22,0.3,2
776,intermediate,Standing cable low-to-high twist,abdominals,23,0.25,2
777,intermediate,Standing cable low-to-high twist,abdominals,24,0.2,2
778,intermediate,Standing cable low-to-high twist,abdominals,25,0.15,2
779,intermediate,Standing cable low-to-high twist,abdominals,26,0.1,2
780,intermediate,Standing cable low-to-high twist,abdominals,27,0.05,2
781,intermediate,Standing cable low-to-high twist,abdominals,28,-5.55E-17,2
782,intermediate,Standing cable low-to-high twist,abdominals,29,-0.05,2
783,intermediate,Standing cable low-to-high twist,abdominals,1,0.45,3
784,intermediate,Standing cable low-to-high twist,abdominals,2,0.5,3
785,intermediate,Standing cable low-to-high twist,abdominals,3,0.55,3
786,intermediate,Standing cable low-to-high twist,abdominals,4,0.6,3
787,intermediate,Standing cable low-to-high twist,abdominals,5,0.65,3
788,intermediate,Standing cable low-to-high twist,abdominals,6,0.7,3
789,intermediate,Standing cable low-to-high twist,abdominals,7,0.75,3
790,intermediate,Standing cable low-to-high twist,abdominals,8,0.8,3
791,intermediate,Standing cable low-to-high twist,abdominals,9,0.85,3
792,intermediate,Standing cable low-to-high twist,abdominals,10,0.9,3
793,intermediate,Standing cable low-to-high twist,abdominals,11,0.95,3
794,intermediate,Standing cable low-to-high twist,abdominals,12,1,3
795,intermediate,Standing cable low-to-high twist,abdominals,13,0.95,3
796,intermediate,Standing cable low-to-high twist,abdominals,14,0.9,3
797,intermediate,Standing cable low-to-high twist,abdominals,15,0.85,3
798,intermediate,Standing cable low-to-high twist,abdominals,16,0.8,3
799,intermediate,Standing cable low-to-high twist,abdominals,17,0.75,3
800,intermediate,Standing cable low-to-high twist,abdominals,18,0.7,3
801,intermediate,Standing cable low-to-high twist,abdominals,19,0.65,3
802,intermediate,Standing cable low-to-high twist,abdominals,20,0.6,3
803,intermediate,Standing cable low-to-high twist,abdominals,21,0.55,3
804,intermediate,Standing cable low-to-high twist,abdominals,22,0.5,3
805,intermediate,Standing cable low-to-high twist,abdominals,23,0.45,3
